i,Province_State,Confirmed,Deaths,FIPS,Mortality_Rate,Date
8781,Florida,542792,8553,12,1.575741721,8/11/20
8782,Georgia,222588,4351,13,1.95473251,8/11/20
8783,Hawaii,3756,34,15,0.905218317,8/11/20
8784,Idaho,25598,246,16,0.961012579,8/11/20
8785,Illinois,198248,7866,17,3.967757556,8/11/20
8786,Indiana,75862,3069,18,4.045503678,8/11/20
8787,Iowa,49521,946,19,1.910300681,8/11/20
8788,Kansas,31468,393,20,1.248887759,8/11/20
8789,Kentucky,35793,783,21,2.187578577,8/11/20
8790,Louisiana,133125,4313,22,3.239812207,8/11/20
8791,Maine,4052,126,23,3.109575518,8/11/20
8792,Maryland,96843,3604,24,3.721487356,8/11/20
8793,Massachusetts,121707,8751,25,7.190219133,8/11/20
8794,Michigan,98213,6533,26,6.651868897,8/11/20
8795,Minnesota,61839,1707,27,2.760393926,8/11/20
8796,Mississippi,68293,1944,28,2.846558212,8/11/20
8797,Missouri,61440,1346,29,2.190755208,8/11/20
8798,Montana,5104,77,30,1.50862069,8/11/20
8799,Nebraska,29030,351,31,1.209094041,8/11/20
8800,Nevada,57520,981,32,1.705493741,8/11/20
8801,New Hampshire,6861,419,33,6.10698149,8/11/20
8802,New Jersey,185475,15890,34,8.567192344,8/11/20
8803,New Mexico,22643,693,35,3.060548514,8/11/20
8804,New York,422003,32787,36,7.769376047,8/11/20
8805,North Carolina,138743,2248,37,1.620261923,8/11/20
8806,North Dakota,7885,118,38,1.496512365,8/11/20
8807,Ohio,102826,3708,39,3.606091844,8/11/20
8808,Oklahoma,44728,618,40,1.381684851,8/11/20
8809,Oregon,21774,368,41,1.690089097,8/11/20
8810,Pennsylvania,125016,7343,42,5.873648173,8/11/20
8811,Rhode Island,20053,1016,44,5.06657358,8/11/20
8812,South Carolina,102130,2098,45,2.05424459,8/11/20
8813,South Dakota,9713,146,46,1.503140121,8/11/20
8814,Tennessee,124915,1271,47,1.017491894,8/11/20
8815,Texas,519910,9227,48,1.781340545,8/11/20
8816,Utah,44752,349,49,0.779853414,8/11/20
8817,Vermont,1472,58,50,3.940217391,8/11/20
8818,Virginia,101745,2344,51,2.303798712,8/11/20
8819,Washington,64151,1716,53,2.674938816,8/11/20
8820,West Virginia,7879,147,54,1.865719,8/11/20
8821,Wisconsin,61785,1006,55,1.628226916,8/11/20
8822,Wyoming,3073,29,56,0.943703222,8/11/20
8823,Alabama,21268,718,1,3.43130227,6/8/20
8824,Alaska,562,10,2,1.779359431,6/8/20
8825,Arizona,27678,1053,4,3.804465641,6/8/20
8826,Arkansas,9740,155,5,1.59137577,6/8/20
8827,California,133816,4657,6,3.48015185,6/8/20
8828,Colorado,28183,1543,8,5.477652739,6/8/20
8829,Connecticut,44092,4084,9,9.262451238,6/8/20
8830,Delaware,9972,398,10,3.991175291,6/8/20
8831,District of Columbia,9389,491,11,5.229523911,6/8/20
8832,Florida,64904,2712,12,4.178478984,6/8/20
8833,Georgia,52497,2208,13,4.205954626,6/8/20
8834,Hawaii,676,17,15,2.514792899,6/8/20
8835,Idaho,3189,83,16,2.60269677,6/8/20
8836,Illinois,128415,5924,17,4.613168244,6/8/20
8837,Indiana,37623,2316,18,6.155808947,6/8/20
8838,Iowa,22007,617,19,2.803653383,6/8/20
8839,Kansas,10544,236,20,2.238239757,6/8/20
8840,Kentucky,11476,472,21,4.112931335,6/8/20
8841,Louisiana,43050,2944,22,6.838559814,6/8/20
8842,Maine,2588,99,23,3.825347759,6/8/20
8843,Maryland,58404,2776,24,4.753099103,6/8/20
8844,Massachusetts,103626,7353,25,7.095709571,6/8/20
8845,Michigan,64944,5916,26,9.151879279,6/8/20
8846,Minnesota,28224,1208,27,4.280045351,6/8/20
8847,Mississippi,17768,837,28,4.710715894,6/8/20
8848,Missouri,15158,823,29,5.429476184,6/8/20
8849,Montana,548,18,30,3.284671533,6/8/20
8850,Nebraska,15786,188,31,1.190928671,6/8/20
8851,Nevada,9816,442,32,4.502852486,6/8/20
8852,New Hampshire,5079,286,33,5.63102973,6/8/20
8853,New Jersey,164497,12214,34,7.425059424,6/8/20
8854,New Mexico,9062,400,35,4.414036637,6/8/20
8855,New York,378799,30417,36,8.029852244,6/8/20
8856,North Carolina,36517,1041,37,2.850727059,6/8/20
8857,North Dakota,2880,72,38,2.5,6/8/20
8858,Ohio,38837,2406,39,6.195123207,6/8/20
8859,Oklahoma,7205,348,40,4.829979181,6/8/20
8860,Oregon,4922,164,41,3.33197887,6/8/20
8861,Pennsylvania,80339,5953,42,7.409850757,6/8/20
8862,Rhode Island,15642,799,44,5.10804245,6/8/20
8863,South Carolina,14800,557,45,3.763513514,6/8/20
8864,South Dakota,5471,65,46,1.188082617,6/8/20
8865,Tennessee,27005,421,47,1.558970561,6/8/20
8866,Texas,76406,1851,48,2.416855211,6/8/20
8867,Utah,12322,124,49,1.006330141,6/8/20
8868,Vermont,1075,55,50,5.11627907,6/8/20
8869,Virginia,51251,1477,51,2.881894987,6/8/20
8870,Washington,24041,1161,53,4.829250031,6/8/20
8871,West Virginia,2161,84,54,3.887089311,6/8/20
8872,Wisconsin,21038,646,55,3.070634091,6/8/20
8873,Wyoming,960,17,56,1.770833333,6/8/20
8874,Alabama,8203,298,1,3.67357002,5/4/20
8875,Alaska,370,9,2,2.432432432,5/4/20
8876,Arizona,8924,362,4,4.056476916,5/4/20
8877,Arkansas,3491,80,5,2.291606989,5/4/20
8878,California,55884,2278,6,4.076300909,5/4/20
8879,Colorado,16918,851,8,5.030145407,5/4/20
8880,Connecticut,29973,2556,9,8.527674907,5/4/20
8881,Delaware,5288,182,10,3.441754917,5/4/20
8882,District of Columbia,5170,258,11,4.99032882,5/4/20
8883,Florida,36897,1399,12,3.791636176,5/4/20
8884,Georgia,29451,1246,13,4.230756171,5/4/20
8885,Hawaii,621,17,15,2.737520129,5/4/20
8886,Idaho,2106,64,16,3.038936372,5/4/20
8887,Illinois,63777,2659,17,4.169214607,5/4/20
8888,Indiana,20507,1151,18,5.612717609,5/4/20
8889,Iowa,9703,188,19,1.937545089,5/4/20
8890,Kansas,5383,156,20,2.898012261,5/4/20
8891,Kentucky,5245,261,21,4.976167779,5/4/20
8892,Louisiana,29673,2064,22,6.955818421,5/4/20
8893,Maine,1205,57,23,4.730290456,5/4/20
8894,Maryland,26408,1317,24,4.987125114,5/4/20
8895,Massachusetts,69087,4090,25,5.920071794,5/4/20
8896,Michigan,43990,4139,26,9.408956581,5/4/20
8897,Minnesota,7234,427,27,5.90268178,5/4/20
8898,Mississippi,7877,310,28,3.935508442,5/4/20
8899,Missouri,8946,386,29,4.314777554,5/4/20
8900,Montana,457,16,30,3.501094092,5/4/20
8901,Nebraska,6037,78,31,1.292032466,5/4/20
8902,Nevada,5630,265,32,4.706927176,5/4/20
8903,New Hampshire,2588,86,33,3.323029366,5/4/20
8904,New Jersey,128269,7910,34,6.166727736,5/4/20
8905,New Mexico,4031,156,35,3.870007442,5/4/20
8906,New York,318953,24999,36,7.837831906,5/4/20
8907,North Carolina,11971,442,37,3.692256286,5/4/20
8908,North Dakota,1225,25,38,2.040816327,5/4/20
8909,Ohio,20474,1057,39,5.162645306,5/4/20
8910,Oklahoma,4044,238,40,5.885262117,5/4/20
8911,Oregon,2759,109,41,3.950706778,5/4/20
8912,Pennsylvania,52816,2838,42,5.373371706,5/4/20
8913,Rhode Island,9652,341,44,3.53294654,5/4/20
8914,South Carolina,6757,283,45,4.188249223,5/4/20
8915,South Dakota,2668,21,46,0.787106447,5/4/20
8916,Tennessee,13571,219,47,1.613735171,5/4/20
8917,Texas,32787,902,48,2.748375683,5/4/20
8918,Utah,5317,50,49,0.940379913,5/4/20
8919,Vermont,902,52,50,5.764966741,5/4/20
8920,Virginia,19493,684,51,3.508951931,5/4/20
8921,Washington,15462,841,53,5.43914112,5/4/20
8922,West Virginia,1224,48,54,3.921568627,5/4/20
8923,Wisconsin,8236,340,55,4.128217581,5/4/20
8924,Wyoming,596,7,56,1.174496644,5/4/20
8925,Alabama,8520,315,1,3.733554581,5/5/20
8926,Alaska,371,9,2,2.425876011,5/5/20
8927,Arizona,9305,395,4,4.245029554,5/5/20
8928,Arkansas,3525,83,5,2.354609929,5/5/20
8929,California,58456,2381,6,4.073149035,5/5/20
8930,Colorado,17367,903,8,5.199516324,5/5/20
8931,Connecticut,30621,2633,9,8.598674113,5/5/20
8932,Delaware,5371,187,10,3.481660771,5/5/20
8933,District of Columbia,5322,264,11,4.96054115,5/5/20
8934,Florida,37439,1471,12,3.929057934,5/5/20
8935,Georgia,29998,1299,13,4.330288686,5/5/20
8936,Hawaii,625,17,15,2.72,5/5/20
8937,Idaho,2127,65,16,3.055947344,5/5/20
8938,Illinois,65889,2834,17,4.301173185,5/5/20
8939,Indiana,21033,1211,18,5.75761898,5/5/20
8940,Iowa,10111,207,19,2.047275245,5/5/20
8941,Kansas,5648,161,20,2.850566572,5/5/20
8942,Kentucky,5822,275,21,4.723462728,5/5/20
8943,Louisiana,29996,2115,22,7.050940125,5/5/20
8944,Maine,1226,61,23,4.975530179,5/5/20
8945,Maryland,27117,1390,24,5.12593576,5/5/20
8946,Massachusetts,70271,4212,25,5.993937755,5/5/20
8947,Michigan,44451,4183,26,9.410361972,5/5/20
8948,Minnesota,7851,455,27,5.795440071,5/5/20
8949,Mississippi,8207,342,28,4.167174363,5/5/20
8950,Missouri,9121,409,29,4.484157439,5/5/20
8951,Montana,456,16,30,3.50877193,5/5/20
8952,Nebraska,6373,78,31,1.223913385,5/5/20
8953,Nevada,5660,270,32,4.770318021,5/5/20
8954,New Hampshire,2636,92,33,3.490136571,5/5/20
8955,New Jersey,130593,8244,34,6.312742643,5/5/20
8956,New Mexico,4138,162,35,3.914934751,5/5/20
8957,New York,321192,25124,36,7.82211263,5/5/20
8958,North Carolina,12510,472,37,3.772981615,5/5/20
8959,North Dakota,1266,25,38,1.974723539,5/5/20
8960,Ohio,20969,1135,39,5.412752158,5/5/20
8961,Oklahoma,4127,247,40,5.984976981,5/5/20
8962,Oregon,2839,113,41,3.980274745,5/5/20
8963,Pennsylvania,53864,3179,42,5.901901084,5/5/20
8964,Rhode Island,9933,355,44,3.573945434,5/5/20
8965,South Carolina,6841,296,45,4.326852799,5/5/20
8966,South Dakota,2721,24,46,0.882028666,5/5/20
8967,Tennessee,13690,226,47,1.650840029,5/5/20
8968,Texas,33948,925,48,2.72764803,5/5/20
8969,Utah,5449,56,49,1.027711507,5/5/20
8970,Vermont,907,52,50,5.733186329,5/5/20
8971,Virginia,20257,713,51,3.519770943,5/5/20
8972,Washington,15594,862,53,5.52776709,5/5/20
8973,West Virginia,1246,48,54,3.852327448,5/5/20
8974,Wisconsin,8566,353,55,4.120943264,5/5/20
8975,Wyoming,604,7,56,1.158940397,5/5/20
8976,Alabama,137166,2350,1,1.70727809,9/12/20
8977,Alaska,6207,44,2,0.708877074,9/12/20
8978,Arizona,208128,5315,4,2.553716943,9/12/20
8979,Arkansas,69710,969,5,1.39004447,9/12/20
8980,California,758933,14327,6,1.887781925,9/12/20
8981,Colorado,60896,1988,8,3.265654774,9/12/20
8982,Connecticut,54326,4480,9,8.246511799,9/12/20
8983,Delaware,18726,613,10,3.273523443,9/12/20
8984,District of Columbia,14493,616,11,4.250327744,9/12/20
8985,Florida,661571,12600,12,1.904557485,9/12/20
8986,Georgia,292905,6287,13,2.14642973,9/12/20
8987,Hawaii,10588,97,15,0.91613147,9/12/20
8988,Idaho,35167,415,16,1.180083601,9/12/20
8989,Illinois,261999,8527,17,3.254592575,9/12/20
8990,Indiana,104561,3437,18,3.287076443,9/12/20
8991,Iowa,74205,1218,19,1.641398828,9/12/20
8992,Kansas,48658,526,20,1.081014427,9/12/20
8993,Kentucky,56415,1057,21,1.873615173,9/12/20
8994,Louisiana,156174,5202,22,3.33090015,9/12/20
8995,Maine,4834,135,23,2.792718246,9/12/20
8996,Maryland,115533,3836,24,3.320263475,9/12/20
8997,Massachusetts,124540,9196,25,7.383973021,9/12/20
8998,Michigan,123058,6911,26,5.616050968,9/12/20
8999,Minnesota,83588,1958,27,2.342441499,9/12/20
9000,Mississippi,89620,2685,28,2.99598304,9/12/20
9001,Missouri,102290,1728,29,1.689314694,9/12/20
9002,Montana,8925,133,30,1.490196078,9/12/20
9003,Nebraska,38120,437,31,1.146379853,9/12/20
9004,Nevada,73220,1449,32,1.978967495,9/12/20
9005,New Hampshire,7652,435,33,5.684788291,9/12/20
9006,New Jersey,196337,16027,34,8.163005445,9/12/20
9007,New Mexico,26661,821,35,3.079404373,9/12/20
9008,New York,443640,33023,36,7.443648003,9/12/20
9009,North Carolina,183738,3047,37,1.658339592,9/12/20
9010,North Dakota,15151,167,38,1.102237476,9/12/20
9011,Ohio,136568,4411,39,3.229892801,9/12/20
9012,Oklahoma,68659,899,40,1.309369493,9/12/20
9013,Oregon,29156,505,41,1.732062011,9/12/20
9014,Pennsylvania,148635,7829,42,5.267265449,9/12/20
9015,Rhode Island,22905,1071,44,4.675834971,9/12/20
9016,South Carolina,129978,3040,45,2.338857345,9/12/20
9017,South Dakota,16437,183,46,1.113341851,9/12/20
9018,Tennessee,170891,2064,47,1.20778742,9/12/20
9019,Texas,681585,14340,48,2.114750131,9/12/20
9020,Utah,57247,433,49,0.756371513,9/12/20
9021,Vermont,1677,58,50,3.458556947,9/12/20
9022,Virginia,132868,2722,51,2.048649788,9/12/20
9023,Washington,79476,1991,53,2.50515879,9/12/20
9024,West Virginia,12528,266,54,2.123243934,9/12/20
9025,Wisconsin,87603,1209,55,1.380089723,9/12/20
9026,Wyoming,4297,42,56,0.977426111,9/12/20
9027,Alabama,137861,2351,1,1.694353357,9/13/20
9028,Alaska,6268,44,2,0.701978302,9/13/20
9029,Arizona,208512,5322,4,2.552371087,9/13/20
9030,Arkansas,70219,981,5,1.397057776,9/13/20
9031,California,761728,14378,6,1.887550412,9/13/20
9032,Colorado,61313,1988,8,3.24343726,9/13/20
9033,Connecticut,54326,4480,9,8.246511799,9/13/20
9034,Delaware,18849,615,10,3.262772561,9/13/20
9035,District of Columbia,14592,616,11,4.221491228,9/13/20
9036,Florida,663994,12608,12,1.898812339,9/13/20
9037,Georgia,294314,6333,13,2.151783469,9/13/20
9038,Hawaii,10700,99,15,0.925233645,9/13/20
9039,Idaho,35279,415,16,1.176337198,9/13/20
9040,Illinois,263459,8541,17,3.241870652,9/13/20
9041,Indiana,105804,3438,18,3.249404559,9/13/20
9042,Iowa,74676,1220,19,1.633724356,9/13/20
9043,Kansas,48766,528,20,1.082721568,9/13/20
9044,Kentucky,56945,1060,21,1.861445254,9/13/20
9045,Louisiana,157455,5235,22,3.324759455,9/13/20
9046,Maine,4863,136,23,2.796627596,9/13/20
9047,Maryland,116110,3838,24,3.305486177,9/13/20
9048,Massachusetts,124826,9210,25,7.378270553,9/13/20
9049,Michigan,123058,6911,26,5.616050968,9/13/20
9050,Minnesota,84311,1971,27,2.337773244,9/13/20
9051,Mississippi,89874,2697,28,3.000867882,9/13/20
9052,Missouri,103997,1731,29,1.664471091,9/13/20
9053,Montana,9021,135,30,1.496508148,9/13/20
9054,Nebraska,38188,434,31,1.136482665,9/13/20
9055,Nevada,73537,1452,32,1.97451623,9/13/20
9056,New Hampshire,7696,436,33,5.665280665,9/13/20
9057,New Jersey,196634,16031,34,8.152710111,9/13/20
9058,New Mexico,26761,823,35,3.075370876,9/13/20
9059,New York,444365,33023,36,7.431503381,9/13/20
9060,North Carolina,184936,3052,37,1.650300645,9/13/20
9061,North Dakota,15577,168,38,1.078513193,9/13/20
9062,Ohio,137405,4415,39,3.213129071,9/13/20
9063,Oklahoma,69354,905,40,1.304899501,9/13/20
9064,Oregon,29337,509,41,1.735010396,9/13/20
9065,Pennsylvania,148635,7829,42,5.267265449,9/13/20
9066,Rhode Island,22905,1071,44,4.675834971,9/13/20
9067,South Carolina,131864,3064,45,2.32360614,9/13/20
9068,South Dakota,16638,184,46,1.105902152,9/13/20
9069,Tennessee,171824,2078,47,1.209377037,9/13/20
9070,Texas,685893,14415,48,2.112526306,9/13/20
9071,Utah,57875,433,49,0.748164147,9/13/20
9072,Vermont,1684,58,50,3.444180523,9/13/20
9073,Virginia,133814,2724,51,2.036757339,9/13/20
9074,Washington,79826,1991,53,2.49417483,9/13/20
9075,West Virginia,12705,267,54,2.101534829,9/13/20
9076,Wisconsin,89185,1210,55,1.356730392,9/13/20
9077,Wyoming,4346,42,56,0.96640589,9/13/20
9078,Alabama,193613,2967,1,1.543022077,10/31/20
9079,Alaska,16355,82,2,0.501375726,10/31/20
9080,Arizona,245946,5979,4,2.431021444,10/31/20
9081,Arkansas,112190,1925,5,1.715839201,10/31/20
9082,California,932143,17659,6,1.894451817,10/31/20
9083,Colorado,107350,2285,8,2.129007612,10/31/20
9084,Connecticut,71207,4616,9,6.482508742,10/31/20
9085,Delaware,24951,708,10,2.837561621,10/31/20
9086,District of Columbia,17266,646,11,3.741457199,10/31/20
9087,Florida,802547,16761,12,2.088475815,10/31/20
9088,Georgia,360790,7979,13,2.211535796,10/31/20
9089,Hawaii,15071,219,15,1.45312189,10/31/20
9090,Idaho,64608,629,16,0.973563645,10/31/20
9091,Illinois,416547,10040,17,2.445625575,10/31/20
9092,Indiana,179358,4332,18,2.41528117,10/31/20
9093,Iowa,128510,1716,19,1.335304646,10/31/20
9094,Kansas,86943,1029,20,1.23817692,10/31/20
9095,Kentucky,107219,1485,21,1.385015715,10/31/20
9096,Louisiana,182270,5919,22,3.24738026,10/31/20
9097,Maine,6662,147,23,2.206544581,10/31/20
9098,Maryland,145281,4147,24,2.854468237,10/31/20
9099,Massachusetts,158576,9991,25,6.300448996,10/31/20
9100,Michigan,197406,7699,26,3.900084091,10/31/20
9101,Minnesota,148472,2511,27,1.691227976,10/31/20
9102,Mississippi,120160,3334,28,2.774633822,10/31/20
9103,Missouri,185992,3037,29,1.63286593,10/31/20
9104,Montana,32801,375,30,1.143257828,10/31/20
9105,Nebraska,70732,652,31,0.921789289,10/31/20
9106,Nevada,100761,1777,32,1.759609373,10/31/20
9107,New Hampshire,11084,483,33,4.357632624,10/31/20
9108,New Jersey,237886,16350,34,6.873040028,10/31/20
9109,New Mexico,46490,1018,35,2.189718219,10/31/20
9110,New York,507543,33730,36,6.602593278,10/31/20
9111,North Carolina,274635,4378,37,1.594115826,10/31/20
9112,North Dakota,43916,524,38,1.193186993,10/31/20
9113,Ohio,215697,5301,39,2.457614153,10/31/20
9114,Oklahoma,122762,1337,40,1.089099233,10/31/20
9115,Oregon,44921,689,41,1.533803789,10/31/20
9116,Pennsylvania,212791,8800,42,4.13551325,10/31/20
9117,Rhode Island,32874,1201,44,3.653343067,10/31/20
9118,South Carolina,176612,3935,45,2.228047924,10/31/20
9119,South Dakota,45992,425,46,0.924073752,10/31/20
9120,Tennessee,260672,3353,47,1.286290818,10/31/20
9121,Texas,941312,18463,48,1.980668504,10/31/20
9122,Utah,114656,604,49,0.52679319,10/31/20
9123,Vermont,2179,58,50,2.661771455,10/31/20
9124,Virginia,181190,3654,51,2.016667587,10/31/20
9125,Washington,107501,2366,53,2.200909759,10/31/20
9126,West Virginia,24460,459,54,1.876533115,10/31/20
9127,Wisconsin,237869,2031,55,0.901188717,10/31/20
9128,Wyoming,13298,87,56,0.654233719,10/31/20
9129,Alabama,191932,2932,1,1.539139929,10/30/20
9130,Alaska,15908,81,2,0.509177772,10/30/20
9131,Arizona,244045,5934,4,2.431518777,10/30/20
9132,Arkansas,110874,1900,5,1.713656944,10/30/20
9133,California,928028,17618,6,1.898434099,10/30/20
9134,Colorado,104426,2278,8,2.181929638,10/30/20
9135,Connecticut,71207,4616,9,6.482508742,10/30/20
9136,Delaware,24751,704,10,2.844329522,10/30/20
9137,District of Columbia,17144,646,11,3.768082128,10/30/20
9138,Florida,800216,16720,12,2.089435852,10/30/20
9139,Georgia,358225,7955,13,2.220671366,10/30/20
9140,Hawaii,15003,216,15,1.439712058,10/30/20
9141,Idaho,63810,626,16,0.981037455,10/30/20
9142,Illinois,408648,9994,17,2.445625575,10/30/20
9143,Indiana,175893,4286,18,2.436708681,10/30/20
9144,Iowa,125722,1714,19,1.363325432,10/30/20
9145,Kansas,86900,1029,20,1.24236476,10/30/20
9146,Kentucky,105242,1476,21,1.402481899,10/30/20
9147,Louisiana,182270,5919,22,3.24738026,10/30/20
9148,Maine,6566,146,23,2.223575998,10/30/20
9149,Maryland,144314,4137,24,2.866665743,10/30/20
9150,Massachusetts,157146,9975,25,6.347600321,10/30/20
9151,Michigan,193388,7665,26,3.963534449,10/30/20
9152,Minnesota,145465,2491,27,1.712439418,10/30/20
9153,Mississippi,119336,3328,28,2.788764497,10/30/20
9154,Missouri,183129,2940,29,1.605425684,10/30/20
9155,Montana,31916,364,30,1.140493796,10/30/20
9156,Nebraska,69645,646,31,0.927561203,10/30/20
9157,Nevada,99784,1777,32,1.77683797,10/30/20
9158,New Hampshire,10884,482,33,4.428518927,10/30/20
9159,New Jersey,236523,16339,34,6.907996263,10/30/20
9160,New Mexico,45909,1007,35,2.19346969,10/30/20
9161,New York,505431,33724,36,6.629193698,10/30/20
9162,North Carolina,271830,4332,37,1.593643086,10/30/20
9163,North Dakota,42483,512,38,1.205187958,10/30/20
9164,Ohio,212782,5291,39,2.486582512,10/30/20
9165,Oklahoma,121495,1326,40,1.091402938,10/30/20
9166,Oregon,44388,675,41,1.520681265,10/30/20
9167,Pennsylvania,210586,8774,42,4.166468806,10/30/20
9168,Rhode Island,32874,1201,44,3.653343067,10/30/20
9169,South Carolina,175594,3896,45,2.218754627,10/30/20
9170,South Dakota,44559,415,46,0.931349447,10/30/20
9171,Tennessee,259488,3341,47,1.287535454,10/30/20
9172,Texas,933343,18382,48,1.988756521,10/30/20
9173,Utah,112932,601,49,0.532178656,10/30/20
9174,Vermont,2155,58,50,2.691415313,10/30/20
9175,Virginia,179639,3643,51,2.027956067,10/30/20
9176,Washington,106573,2366,53,2.220074503,10/30/20
9177,West Virginia,23992,453,54,1.888129376,10/30/20
9178,Wisconsin,232061,1972,55,0.895993021,10/30/20
9179,Wyoming,13028,87,56,0.667792447,10/30/20
9180,Alabama,159476,2559,1,1.602249034,10/5/20
9181,Alaska,8613,58,2,0.673400673,10/5/20
9182,Arizona,221070,5707,4,2.58153526,10/5/20
9183,Arkansas,87430,1447,5,1.655038316,10/5/20
9184,California,835507,16171,6,1.935471516,10/5/20
9185,Colorado,73537,2069,8,2.814391621,10/5/20
9186,Connecticut,59120,4517,9,7.640392422,10/5/20
9187,Delaware,21363,645,10,3.019238871,10/5/20
9188,District of Columbia,15547,631,11,4.058660835,10/5/20
9189,Florida,717874,14712,12,2.049384711,10/5/20
9190,Georgia,323714,7192,13,2.221714229,10/5/20
9191,Hawaii,12854,157,15,1.221409678,10/5/20
9192,Idaho,44422,487,16,1.096303633,10/5/20
9193,Illinois,306088,9054,17,2.957972871,10/5/20
9194,Indiana,125976,3681,18,2.92198514,10/5/20
9195,Iowa,93260,1398,19,1.499034956,10/5/20
9196,Kansas,64018,706,20,1.12888357,10/5/20
9197,Kentucky,73158,1214,21,1.659422073,10/5/20
9198,Louisiana,168512,5586,22,3.314897455,10/5/20
9199,Maine,5544,142,23,2.561327561,10/5/20
9200,Maryland,127791,3961,24,3.099592303,10/5/20
9201,Massachusetts,135462,9530,25,7.035183299,10/5/20
9202,Michigan,142726,7139,26,5.001891737,10/5/20
9203,Minnesota,104799,2136,27,2.038187387,10/5/20
9204,Mississippi,100703,3013,28,2.991966476,10/5/20
9205,Missouri,135374,2188,29,1.616263093,10/5/20
9206,Montana,14847,190,30,1.279719809,10/5/20
9207,Nebraska,48259,503,31,1.042292629,10/5/20
9208,Nevada,82437,1623,32,1.968776156,10/5/20
9209,New Hampshire,8645,443,33,5.124349335,10/5/20
9210,New Jersey,208713,16138,34,7.732148932,10/5/20
9211,New Mexico,30632,894,35,2.918516584,10/5/20
9212,New York,465515,33402,36,7.134893612,10/5/20
9213,North Carolina,219754,3637,37,1.655032445,10/5/20
9214,North Dakota,23862,277,38,1.160841505,10/5/20
9215,Ohio,159964,4931,39,3.082568578,10/5/20
9216,Oklahoma,91982,1055,40,1.146963536,10/5/20
9217,Oregon,35049,572,41,1.632000913,10/5/20
9218,Pennsylvania,169101,8207,42,4.853312517,10/5/20
9219,Rhode Island,25419,1121,44,4.410086943,10/5/20
9220,South Carolina,152159,3456,45,2.271308302,10/5/20
9221,South Dakota,24598,248,46,1.00821205,10/5/20
9222,Tennessee,203699,2597,47,1.274920348,10/5/20
9223,Texas,799439,16441,48,2.069319757,10/5/20
9224,Utah,78723,482,49,0.612273414,10/5/20
9225,Vermont,1817,58,50,3.192074849,10/5/20
9226,Virginia,152557,3276,51,2.148737543,10/5/20
9227,Washington,90276,2158,53,2.390447073,10/5/20
9228,West Virginia,16749,367,54,2.191175593,10/5/20
9229,Wisconsin,134359,1381,55,1.027843315,10/5/20
9230,Wyoming,6629,53,56,0.799517273,10/5/20
9231,Alabama,158717,2558,1,1.607096859,10/4/20
9232,Alaska,8405,58,2,0.690065437,10/4/20
9233,Arizona,220754,5706,4,2.584777626,10/4/20
9234,Arkansas,87013,1425,5,1.637686323,10/4/20
9235,California,832713,16147,6,1.939083454,10/4/20
9236,Colorado,73076,2068,8,2.830782709,10/4/20
9237,Connecticut,58297,4513,9,7.741393211,10/4/20
9238,Delaware,21243,645,10,3.036294309,10/4/20
9239,District of Columbia,15519,631,11,4.065983633,10/4/20
9240,Florida,716459,14671,12,2.047709639,10/4/20
9241,Georgia,322925,7162,13,2.217852443,10/4/20
9242,Hawaii,12804,156,15,1.21836926,10/4/20
9243,Idaho,43964,482,16,1.09635156,10/4/20
9244,Illinois,304235,9040,17,2.97138725,10/4/20
9245,Indiana,125146,3674,18,2.935771019,10/4/20
9246,Iowa,92744,1387,19,1.495514535,10/4/20
9247,Kansas,63813,698,20,1.131518531,10/4/20
9248,Kentucky,72617,1209,21,1.664899404,10/4/20
9249,Louisiana,168294,5577,22,3.313843631,10/4/20
9250,Maine,5519,142,23,2.572929879,10/4/20
9251,Maryland,127290,3958,24,3.109435148,10/4/20
9252,Massachusetts,134947,9510,25,7.047211127,10/4/20
9253,Michigan,141271,7124,26,5.042790098,10/4/20
9254,Minnesota,103826,2133,27,2.054398706,10/4/20
9255,Mississippi,100488,3013,28,2.998367964,10/4/20
9256,Missouri,134079,2186,29,1.646441456,10/4/20
9257,Montana,14635,187,30,1.277758797,10/4/20
9258,Nebraska,47807,501,31,1.047963687,10/4/20
9259,Nevada,82100,1623,32,1.976857491,10/4/20
9260,New Hampshire,8645,443,33,5.124349335,10/4/20
9261,New Jersey,208202,16136,34,7.750165704,10/4/20
9262,New Mexico,30477,892,35,2.926797257,10/4/20
9263,New York,464582,33389,36,7.147285086,10/4/20
9264,North Carolina,217496,3634,37,1.670835326,10/4/20
9265,North Dakota,23550,274,38,1.163481953,10/4/20
9266,Ohio,158907,4925,39,3.099297073,10/4/20
9267,Oklahoma,90748,1051,40,1.158152246,10/4/20
9268,Oregon,34770,572,41,1.645096347,10/4/20
9269,Pennsylvania,168126,8195,42,4.87432045,10/4/20
9270,Rhode Island,25076,1118,44,4.458446323,10/4/20
9271,South Carolina,151582,3453,45,2.277974957,10/4/20
9272,South Dakota,24418,248,46,1.015644197,10/4/20
9273,Tennessee,201210,2577,47,1.280751454,10/4/20
9274,Texas,795254,16334,48,2.065315606,10/4/20
9275,Utah,77618,478,49,0.615836533,10/4/20
9276,Vermont,1785,58,50,3.24929972,10/4/20
9277,Virginia,151870,3273,51,2.156394666,10/4/20
9278,Washington,89874,2142,53,2.383336671,10/4/20
9279,West Virginia,16635,364,54,2.188157499,10/4/20
9280,Wisconsin,132663,1377,55,1.037968386,10/4/20
